Rk,Player,Age,Tm,Lg,TS%,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%
283,Jaden McDaniels,20,MIN,NBA,0.552,63,27,1511,8.9,0.54,0.123,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12,108,116,0.5,0.9,1.4,0.046,-3.4,-0.3,-3.8,-0.7,3.9,8.7,2.2,4,1.7,4.7,0.6,1.1,1.2,4.3,5.5,1.7,0.8,1.4,1.1,4.1,10.2,0.447,0.544,0.364,0.545,0.6
284,Otto Porter,27,TOT,NBA,0.552,28,6,606,14.5,0.458,0.185,5.2,22.4,13.8,12.9,1.3,0.6,9.2,19.3,113,112,0.6,0.7,1.3,0.101,0,-0.5,-0.6,0.2,5.8,13.5,3.5,7.3,2.3,6.2,2.1,2.5,1.7,7.4,9,3.3,1,0.2,1.5,2.4,16.1,0.432,0.48,0.375,0.518,0.857
285,James Wiseman,19,GSW,NBA,0.552,39,27,836,13.1,0.103,0.234,7.1,21.5,14.4,4.9,0.6,3.8,12.9,23.8,100,109,-0.4,1.2,0.7,0.042,-4,-1.4,-5.4,-0.7,8.2,15.8,7.7,14.2,0.5,1.6,2.3,3.7,2.4,7.4,9.7,1.1,0.5,1.6,2.6,5.2,19.3,0.519,0.542,0.316,0.535,0.628
286,Khem Birch,28,TOT,NBA,0.552,67,22,1529,15.1,0.137,0.339,11.6,15.3,13.4,8.5,1.5,3.1,9.2,13.6,121,113,2.3,1.4,3.8,0.118,-1,-0.3,-1.3,0.3,4.4,8.9,4.1,7.7,0.3,1.2,2.1,3,4.1,5,9.1,2.1,1.1,1.2,1,2.7,11.3,0.497,0.537,0.25,0.514,0.705
287,T.J. Leaf,23,POR,NBA,0.551,7,0,35,11.2,0,0.2,0,15.7,7.6,4,2.8,2.6,15.5,15.8,97,113,0,0,0,0.022,-4.3,1.2,-3.2,0,5.1,10.3,5.1,10.3,0,0,2.1,2.1,0,5.1,5.1,1,2.1,1,2.1,1,12.3,0.5,0.5,,0.5,1
288,Kelan Martin,25,IND,NBA,0.551,35,0,322,13.9,0.435,0.072,6.1,20.1,13.1,7.5,1.5,2.5,10.1,20.9,105,111,0.1,0.4,0.4,0.066,-1.2,-1,-2.3,0,6.9,15.4,4.2,8.7,2.7,6.7,1,1.1,2,6.7,8.7,1.9,1.1,1.1,1.8,3.9,17.6,0.449,0.487,0.4,0.536,0.9
289,Austin Rivers,28,TOT,NBA,0.551,36,7,845,9.9,0.608,0.127,1.1,9.6,5.4,13.2,1.8,0.2,12.2,15.4,109,112,0.4,0.9,1.3,0.072,-2.1,-0.1,-2.2,0,4.4,10.4,2.1,4.1,2.3,6.3,0.9,1.3,0.3,3.2,3.5,3.5,1.3,0.1,1.5,2.7,12.1,0.424,0.51,0.369,0.537,0.71
290,Lonzo Ball,23,NOP,NBA,0.551,55,55,1747,15.2,0.65,0.091,2.1,14.3,8.2,25.4,2.3,1.7,14.5,20.5,110,113,1.5,1.7,3.2,0.089,1.4,0.2,1.6,1.6,6,14.4,2.4,5,3.5,9.4,1,1.3,0.7,4.7,5.4,6.5,1.7,0.6,2.5,2.1,16.5,0.414,0.482,0.378,0.537,0.781
291,Jaren Jackson,21,MEM,NBA,0.551,11,4,258,18,0.48,0.336,6.9,18.7,12.7,6.8,2.2,6.3,9.5,25.9,109,106,0.2,0.5,0.7,0.123,-0.7,0.6,-0.1,0.1,7.4,17.4,5,9.1,2.4,8.4,4.9,5.9,2.4,6.3,8.7,1.7,1.7,2.5,2.1,5.9,22,0.424,0.554,0.283,0.492,0.833
292,Derrick Rose,32,TOT,NBA,0.55,50,3,1279,18.3,0.211,0.208,1.7,9.3,5.5,28,1.9,1.4,10.5,25.8,112,111,1.6,1.6,3.1,0.118,1.4,0.1,1.5,1.1,8.1,17.2,6.7,13.6,1.4,3.6,3.1,3.6,0.6,3.1,3.7,5.9,1.4,0.5,2.2,1.6,20.7,0.47,0.492,0.388,0.511,0.866
293,Precious Achiuwa,21,MIA,NBA,0.55,61,4,737,14.2,0.004,0.482,11.5,20.6,16.1,6.1,1.3,4,13.5,19.5,107,109,0.3,1,1.3,0.085,-3.5,-0.9,-4.5,-0.5,6.1,11.1,6.1,11.1,0,0,2.7,5.4,3.6,6.6,10.2,1.4,1,1.4,2.1,4.4,14.8,0.544,0.546,0,0.544,0.509
294,Jordan Clarkson,28,UTA,NBA,0.549,68,1,1818,17.1,0.557,0.134,2.9,12.7,8,15.3,1.6,0.4,9.2,29.7,109,110,1.7,2.5,4.2,0.111,1.9,-0.8,1.1,1.4,9,21.3,4.9,9.4,4.1,11.9,2.6,2.9,0.9,4.5,5.4,3.3,1.2,0.2,2.3,2.2,24.8,0.425,0.523,0.347,0.522,0.896
295,P.J. Washington,22,CHO,NBA,0.549,64,61,1954,13.4,0.423,0.211,5.1,18.3,11.6,12.2,1.7,4,14.6,19.4,105,111,0.3,2.4,2.7,0.066,-1.4,0.3,-1.1,0.5,5.6,12.6,3.5,7.3,2.1,5.3,2,2.7,1.7,6,7.7,3,1.3,1.5,2.4,3.2,15.2,0.44,0.48,0.386,0.522,0.745
296,Derrick White,26,SAS,NBA,0.55,36,32,1064,15,0.536,0.252,1.3,9.6,5.4,17.4,1.2,2.9,8.2,22.4,111,114,1,0.9,1.9,0.085,1.1,0,1.1,0.8,6.3,15.3,3.5,7.1,2.8,8.2,3.3,3.9,0.4,3.2,3.6,4.3,0.9,1.2,1.5,3.1,18.7,0.411,0.486,0.346,0.503,0.851
297,Rui Hachimura,22,WAS,NBA,0.549,57,57,1797,11.4,0.211,0.248,2.9,15.5,9.2,6.3,1.1,0.3,8.6,18.1,107,115,0.7,1.4,2.1,0.056,-2,-1.4,-3.5,-0.7,6.2,13,5.3,10.2,0.9,2.7,2.5,3.2,1,5.3,6.3,1.6,0.9,0.1,1.4,2.4,15.8,0.478,0.519,0.328,0.513,0.77
298,Juan Hernangómez,25,MIN,NBA,0.549,52,6,900,12.1,0.562,0.324,5.2,20,12.3,5.6,1,0.7,7.3,17.2,111,117,0.6,0.5,1.1,0.06,-1.3,-2.1,-3.3,-0.3,5.2,12,3,5.2,2.2,6.7,2.4,3.9,1.8,6.4,8.2,1.4,0.8,0.3,1.1,2.1,15,0.435,0.573,0.327,0.527,0.619
299,Shake Milton,24,PHI,NBA,0.549,63,4,1461,14.6,0.304,0.264,2.5,8.5,5.6,20.3,1.3,1.1,12.2,24.9,109,112,1.1,1.6,2.8,0.091,-0.9,-1.2,-2.1,0,7.4,16.4,5.6,11.4,1.7,5,3.6,4.3,0.8,2.8,3.6,4.8,1,0.4,2.5,3.2,20.1,0.45,0.494,0.35,0.503,0.83
300,Jevon Carter,25,PHO,NBA,0.548,60,1,717,12.2,0.677,0.031,2.6,11.8,7.3,13,2,1.1,6.6,15,115,111,0.7,0.8,1.6,0.104,-0.6,1.1,0.5,0.5,4.7,11.2,1.9,3.6,2.8,7.6,0.2,0.4,0.8,3.8,4.6,3.6,1.5,0.5,0.8,2.8,12.5,0.422,0.528,0.371,0.547,0.571
301,Justin James,24,SAC,NBA,0.548,36,0,310,11.3,0.342,0.324,3.2,7.6,5.4,9.9,1.2,0.8,10.6,19.7,106,121,0.1,0,0.1,0.02,-2.2,-2.3,-4.5,-0.2,6,12.9,4.4,8.5,1.6,4.4,2.4,4.2,1,2.4,3.5,2.6,0.9,0.3,1.7,2.7,16.1,0.468,0.521,0.368,0.532,0.583
302,Gabriel Deck,25,OKC,NBA,0.548,10,0,212,16.1,0.224,0.328,7.8,11.9,9.8,17.3,1.8,0,7.3,16.6,121,115,0.4,0.1,0.5,0.12,-0.3,-0.1,-0.4,0.1,5.4,11.4,5.1,8.8,0.3,2.5,3.1,3.7,2.7,4.1,6.8,4.1,1.4,0,1,1.5,14.3,0.478,0.577,0.133,0.493,0.818
303,Devon Dotson,21,CHI,NBA,0.548,11,0,50,19.3,0.333,0,4.5,6.6,5.5,21.4,3.9,0,0,18.2,126,110,0.1,0.1,0.2,0.177,-0.1,2.2,2.1,0.1,7.9,15.1,7.2,10.1,0.7,5,0,0,1.4,2.2,3.6,5,2.9,0,0,2.2,16.6,0.524,0.714,0.143,0.548,
304,Aaron Gordon,25,TOT,NBA,0.547,50,50,1384,14.5,0.353,0.299,6,16.4,11.1,17.8,1.2,2.3,14.7,20.7,107,114,0.7,1.2,1.9,0.066,0.2,-0.2,0,0.7,6,13,4.5,8.4,1.5,4.6,2.5,3.9,2,5.4,7.4,4.2,0.9,0.9,2.5,2.3,16.1,0.463,0.533,0.335,0.522,0.651
305,Quinndary Weatherspoon,24,SAS,NBA,0.547,20,0,121,9.6,0.171,0.457,2.6,7.2,4.8,9.1,3.2,1.4,19.2,18.7,97,111,-0.1,0.1,0.1,0.023,-5.9,0.8,-5.1,-0.1,4.8,10.4,4.5,8.6,0.3,1.8,3.9,4.8,0.9,2.4,3.3,2.4,2.4,0.6,3,5.4,13.7,0.457,0.517,0.167,0.471,0.813
306,Devin Cannady,24,ORL,NBA,0.547,8,0,74,11.2,0.571,0.25,0,7.3,3.5,2.1,3.3,1.2,6,19.3,105,113,0,0.1,0.1,0.057,-4.4,1.3,-3.1,0,5.4,13.6,2.4,5.8,2.9,7.8,2.9,3.4,0,2.4,2.4,0.5,2.4,0.5,1,4.4,16.5,0.393,0.417,0.375,0.5,0.857
307,Darius Garland,21,CLE,NBA,0.547,54,50,1790,14.2,0.332,0.165,1.4,6.8,4,30.9,1.8,0.3,16,24.9,105,117,0.3,0.9,1.2,0.033,0.2,-1.8,-1.6,0.1,7.3,16.1,5.2,10.8,2.1,5.3,2.3,2.7,0.5,2.1,2.6,6.6,1.3,0.1,3.3,2.2,18.9,0.451,0.479,0.395,0.517,0.848
308,Jaylen Hoard,21,OKC,NBA,0.547,19,0,320,13.4,0.125,0.466,6.7,14.5,10.6,11.2,1.9,1.4,13.8,16.3,109,113,0.2,0.3,0.5,0.07,-2.4,-0.2,-2.6,-0.1,5,9.9,5,8.7,0,1.2,3.2,4.6,2.4,5,7.3,2.7,1.5,0.6,1.9,2.1,13.1,0.5,0.571,0,0.5,0.683
309,Carmelo Anthony,36,POR,NBA,0.547,69,3,1690,14.6,0.418,0.198,2,11.8,6.8,9.2,1.3,2,6.7,23.1,112,117,1.7,0.8,2.6,0.073,0.1,-1.6,-1.5,0.2,7,16.6,4.1,9.6,2.8,6.9,2.9,3.3,0.7,3.9,4.6,2.2,1,0.8,1.3,3.1,19.7,0.421,0.429,0.409,0.506,0.89
310,Frank Kaminsky,27,PHO,NBA,0.547,47,13,715,15.8,0.331,0.233,5.8,23.7,14.9,15.3,1,2.1,7.2,19,117,110,1.1,0.9,2,0.133,0.3,0.8,1.1,0.6,6.1,12.9,4.5,8.7,1.6,4.3,1.9,3,1.8,7.7,9.5,4,0.7,0.9,1.1,3.5,15.6,0.471,0.523,0.365,0.531,0.617
311,Pascal Siakam,26,TOR,NBA,0.547,56,56,2006,17.7,0.256,0.313,5,17.6,11.1,20.5,1.5,1.8,10.6,26.3,111,113,2.3,2,4.2,0.101,0.8,-0.4,0.4,1.2,7.8,17.2,6.5,12.8,1.3,4.4,4.5,5.4,1.7,5.6,7.3,4.5,1.1,0.7,2.3,3.1,21.5,0.455,0.509,0.297,0.493,0.827
312,Vlatko Čančar,23,DEN,NBA,0.547,41,1,281,9.7,0.458,0.181,4.5,15.7,10.1,6.4,1.9,0.7,15.3,14.2,104,112,0,0.3,0.3,0.053,-2.6,-0.1,-2.7,0,4.2,9.2,3.1,5,1.2,4.2,1.3,1.7,1.4,5,6.4,1.8,1.4,0.3,1.8,2.3,10.9,0.458,0.615,0.273,0.521,0.769
313,Alex Caruso,26,LAL,NBA,0.547,58,6,1216,11.1,0.449,0.249,2.9,12.8,7.9,18.1,2.6,1.1,18.3,14.8,106,106,0.3,2.1,2.4,0.095,-2.5,2.3,-0.2,0.6,3.9,9,2.3,5,1.6,4.1,1.5,2.3,0.9,4.1,5,4.7,1.9,0.4,2.3,3.2,11,0.436,0.464,0.401,0.526,0.645
314,Kyle Kuzma,25,LAL,NBA,0.546,68,32,1954,12.7,0.502,0.128,6.3,17.7,12,9.8,0.9,1.9,12.4,20.3,105,109,0.4,2.9,3.3,0.08,-0.3,-0.4,-0.7,0.6,6.2,13.9,3.6,6.9,2.5,7,1.2,1.8,2,5.7,7.7,2.3,0.6,0.8,2.1,2.2,16.1,0.443,0.525,0.361,0.533,0.691
315,Tyler Johnson,28,BRK,NBA,0.546,39,3,684,8.2,0.721,0.115,1,10.9,6.2,8.7,1,0,8.1,13.3,111,117,0.4,0.3,0.7,0.049,-2.5,-1.3,-3.8,-0.3,3.8,9.6,1.3,2.7,2.5,6.9,0.9,1.1,0.3,3.7,4.1,2.5,0.7,0,0.9,2.3,11.1,0.393,0.471,0.364,0.525,0.857
316,Blake Griffin,31,TOT,NBA,0.546,46,30,1186,12.9,0.499,0.285,3.4,17.4,10.5,17,1.3,1.1,11.8,19.3,110,114,0.9,1.1,2,0.081,-0.6,-0.4,-1,0.3,5.3,12.5,3.2,6.3,2.1,6.2,2.6,3.6,1.1,5.8,6.8,4.2,1,0.5,1.9,3.4,15.3,0.423,0.505,0.341,0.509,0.744
317,Grant Williams,22,BOS,NBA,0.546,63,9,1138,7.5,0.522,0.206,4.7,12.8,8.7,7.4,1.4,2,17.2,12.3,105,114,0.1,1,1.1,0.046,-4,0,-4,-0.6,3.4,7.8,1.9,3.7,1.5,4.1,0.9,1.6,1.5,4.1,5.6,2,1,0.8,1.8,5.1,9.3,0.437,0.508,0.372,0.534,0.588
318,Furkan Korkmaz,23,PHI,NBA,0.544,55,11,1062,12.8,0.634,0.193,1.8,9.8,5.9,11.1,2.2,0.8,9.1,20.5,108,109,0.6,1.5,2,0.092,-0.3,0.1,-0.3,0.5,5.8,14.4,2.3,5.3,3.4,9.1,2,2.8,0.6,3.3,3.8,2.8,1.7,0.3,1.6,2.2,17,0.401,0.445,0.375,0.52,0.732
319,Tre Jones,21,SAS,NBA,0.544,37,1,269,12.1,0.064,0.244,3.1,5.2,4.2,20,1.4,0,13.1,16.1,112,117,0.2,0.1,0.4,0.066,-2.2,-1.2,-3.4,-0.1,5,10.4,4.6,9.8,0.4,0.7,2.3,2.5,1.1,1.7,2.8,5.2,1.1,0,1.7,1.7,12.6,0.474,0.466,0.6,0.494,0.895
320,Rajon Rondo,34,TOT,NBA,0.544,45,3,770,13.2,0.414,0.079,2.7,12.9,7.9,35.3,2.4,0.5,26.2,17.2,108,112,0.5,0.8,1.3,0.081,-0.6,0.3,-0.3,0.3,4.4,10.1,2.8,5.9,1.7,4.2,0.7,0.8,0.8,4.3,5.1,9.3,1.7,0.2,3.7,2.5,11.3,0.442,0.468,0.404,0.526,0.941
321,Trey Burke,28,DAL,NBA,0.544,62,1,911,12.6,0.465,0.161,1.2,5.3,3.3,12.9,1.9,0.7,8,20,110,115,0.7,0.7,1.4,0.071,-1.3,-0.7,-2,0,6,13.9,3.7,7.5,2.3,6.5,2,2.3,0.4,1.7,2.1,3.2,1.4,0.3,1.3,2.5,16.2,0.428,0.492,0.354,0.51,0.895
322,Tyler Herro,21,MIA,NBA,0.543,54,15,1635,13.3,0.425,0.167,1.8,16.7,9.4,18,1.1,1.1,11.9,23.5,104,113,0.1,1.6,1.7,0.049,-0.5,-1.1,-1.6,0.2,6.8,15.4,4.4,8.9,2.4,6.5,2.1,2.6,0.6,5.4,5.9,4.1,0.8,0.4,2.2,1.6,17.9,0.439,0.498,0.36,0.516,0.803
323,Dennis Schröder,27,LAL,NBA,0.543,61,61,1956,13.8,0.279,0.32,1.7,10.3,6.1,26.9,1.7,0.6,15.8,22.9,107,109,1,2.7,3.8,0.093,-1.1,0,-1.1,0.4,6.1,14,4.8,10.1,1.3,3.9,3.8,4.5,0.6,3.3,3.9,6.5,1.3,0.2,3,2.9,17.3,0.437,0.476,0.335,0.484,0.848
324,Donte DiVincenzo,24,MIL,NBA,0.542,66,66,1814,13,0.574,0.118,4.9,16.7,11,14.2,1.9,0.7,12.5,16.7,112,112,1.5,2.1,3.6,0.095,-0.3,0.2,-0.1,0.9,5,12,2.4,5.1,2.6,6.9,1,1.4,1.6,5.9,7.5,4,1.4,0.3,1.8,2.2,13.7,0.42,0.475,0.379,0.528,0.718
325,Nick Richards,23,CHO,NBA,0.542,18,0,63,5.5,0.111,1.222,6.8,12.2,9.5,4.2,0,0,17.8,11.5,107,119,0,0,0,0.026,-5.8,-2.9,-8.7,-0.1,2.3,5.1,2.3,4.6,0,0.6,4,6.3,2.3,4,6.3,1.1,0,0,1.7,4,8.6,0.444,0.5,0,0.444,0.636
326,Trevor Ariza,35,MIA,NBA,0.542,30,27,841,11.9,0.593,0.183,3.7,15.6,9.8,9.4,1.8,2.2,7.5,15.1,111,111,0.5,1,1.6,0.091,-1.5,0.2,-1.3,0.2,4.2,10.3,2.1,4.2,2.1,6.1,1.5,1.9,1.2,5,6.2,2.4,1.3,0.8,0.9,2.4,12.1,0.411,0.5,0.35,0.515,0.773
327,Kevin Huerter,22,ATL,NBA,0.541,69,49,2126,12.2,0.528,0.088,2,9.7,6,16.3,1.9,0.7,9.4,17.2,112,115,1.9,1.7,3.6,0.08,-0.7,0.1,-0.6,0.8,5.4,12.4,3,5.8,2.4,6.5,0.8,1.1,0.6,3.3,3.9,4.1,1.4,0.3,1.3,2.8,13.9,0.432,0.51,0.363,0.528,0.781
328,Hamidou Diallo,22,TOT,NBA,0.541,52,9,1226,14.3,0.174,0.426,5.1,18.8,11.9,13.3,1.6,1.7,12,22.2,106,112,0.3,1.3,1.6,0.063,-2.2,-0.1,-2.3,-0.1,6.6,13.8,5.8,11.4,0.8,2.4,3.8,5.9,1.7,6.3,8,3,1.2,0.7,2.2,3.9,17.7,0.477,0.505,0.341,0.506,0.64
329,Tremont Waters,23,BOS,NBA,0.541,26,3,238,14.6,0.452,0.202,2.3,7.5,4.9,36.4,3.1,0.4,22.8,21.4,108,112,0.2,0.2,0.4,0.08,0.3,0,0.3,0.1,5.1,12.7,2.9,7,2.3,5.7,2.4,2.6,0.8,2.4,3.2,9.4,2.3,0.2,4.1,2.6,15,0.405,0.413,0.395,0.494,0.941
330,JaVale McGee,33,TOT,NBA,0.541,46,2,678,17,0.085,0.238,12.6,27.3,19.8,9.7,1.4,7.3,16.2,23.9,102,107,-0.1,1.1,1,0.068,-3.2,1,-2.1,0,7.6,15,7.4,13.7,0.3,1.3,2.3,3.6,4.1,8.6,12.7,2.1,1,2.9,3.2,6.4,17.9,0.511,0.539,0.208,0.52,0.657
331,Nate Darling,22,CHO,NBA,0.541,7,0,26,8.2,1,0.429,4.1,0,2.1,5.1,0,3.8,10.7,15.4,110,120,0,0,0,0.038,-1.5,-2.7,-4.2,0,2.8,9.7,0,0,2.8,9.7,4.2,4.2,1.4,0,1.4,1.4,0,1.4,1.4,1.4,12.5,0.286,,0.286,0.429,1
332,Ryan Arcidiacono,26,CHI,NBA,0.541,44,0,450,9.8,0.573,0.171,1.2,15.1,8.3,16.3,1,0,7.4,13.1,118,114,0.5,0.4,0.9,0.093,-2.7,0.2,-2.5,-0.1,3.9,9.4,1.9,4,2,5.4,1,1.6,0.4,5,5.4,4.5,0.7,0,0.8,3.8,10.9,0.419,0.48,0.373,0.526,0.65
333,James Nunnally,30,NOP,NBA,0.54,9,0,48,8.3,0.923,0.154,4.5,15.8,10.2,8.1,0,0,12.6,13.9,108,119,0,0,0,0.031,-1.5,-1.5,-3,0,3.7,9.7,0.7,0.7,3,9,0.7,1.5,1.5,5.2,6.8,2.3,0,0,1.5,0.7,11.3,0.385,1,0.333,0.538,0.5
334,Tristan Thompson,29,BOS,NBA,0.54,54,43,1287,14.2,0.009,0.368,14.5,23.5,19,7.2,0.9,2.4,14.1,14.8,116,112,1.5,1.4,2.9,0.107,-1.4,-1.2,-2.6,-0.2,4.7,9.1,4.7,9,0,0.1,2,3.4,4.7,7.6,12.3,1.9,0.7,0.9,1.7,3.3,11.4,0.518,0.523,0,0.518,0.592
335,Paul Reed,21,PHI,NBA,0.54,26,0,177,21.2,0.077,0.103,19,18.9,19,11,2.7,6.6,12.8,22.7,111,102,0.2,0.4,0.6,0.162,-1.9,1,-0.9,0,8.5,15.9,8.5,14.6,0,1.2,0.8,1.6,6.1,6.3,12.4,2.4,2,2.6,2.4,5.9,17.9,0.538,0.583,0,0.538,0.5
336,Coby White,20,CHI,NBA,0.54,69,54,2156,12,0.503,0.157,1.5,13,7.3,21.8,0.9,0.6,13.9,22.5,106,115,0.7,1.7,2.4,0.052,-1.1,-1.4,-2.6,-0.3,6.3,15.1,3.5,7.5,2.7,7.6,2.1,2.4,0.5,4.3,4.7,5.5,0.6,0.3,2.6,3,17.4,0.416,0.473,0.359,0.506,0.901
337,Taurean Prince,26,TOT,NBA,0.54,41,10,905,12.1,0.474,0.232,2.3,15.3,8.8,12.8,1.5,2.3,11.5,19.6,106,114,0.2,0.8,1,0.052,-1.2,-0.8,-2,0,5.2,13,2.7,6.8,2.5,6.2,2.6,3,0.8,4.9,5.6,3,1.1,0.9,1.9,3,15.5,0.401,0.401,0.4,0.495,0.855
338,Marcus Smart,26,BOS,NBA,0.539,48,45,1581,13.8,0.553,0.318,2.5,9.3,5.9,23.6,2.2,1.4,14.2,18.4,114,113,1.8,1.5,3.3,0.1,-0.4,-0.2,-0.6,0.6,4.6,11.6,2.5,5.2,2.1,6.4,2.9,3.7,0.8,3,3.8,6.2,1.6,0.5,2.2,2.9,14.3,0.398,0.482,0.33,0.489,0.79
339,LaMelo Ball,19,CHO,NBA,0.539,51,31,1469,17.5,0.388,0.246,4.6,17.9,11.1,33.9,2.7,1.2,16.3,26.1,108,110,1,1.9,2.8,0.093,1.2,0.6,1.9,1.4,7.2,16.5,4.9,10.1,2.3,6.4,3.1,4,1.5,5.9,7.4,7.7,2,0.4,3.6,3.3,19.7,0.436,0.489,0.352,0.504,0.758
340,Rondae Hollis-Jefferson,26,POR,NBA,0.539,11,1,107,14.4,0.056,0.889,10.7,15.4,13,15.7,0.9,3.4,7.4,10.9,136,116,0.3,0.1,0.3,0.147,-1.4,0.8,-0.6,0,3,6.1,3,5.7,0,0.3,3,5.4,3.7,5,8.7,4.4,0.7,1.3,0.7,5,9.1,0.5,0.529,0,0.5,0.563
341,Al Horford,34,OKC,NBA,0.538,28,28,782,17.4,0.422,0.061,3.8,21.4,12.5,20.1,1.5,2.9,7.3,21.6,111,112,0.8,0.9,1.6,0.101,1.9,1.4,3.3,1,7.5,16.6,4.9,9.6,2.6,7,0.8,1,1.3,7.3,8.7,4.3,1.2,1.2,1.3,2.2,18.3,0.45,0.51,0.368,0.528,0.818
342,Will Barton,30,DEN,NBA,0.538,56,52,1736,11.8,0.423,0.199,2.6,12.2,7.4,14.1,1.4,1.3,12.7,19,107,114,0.7,1.5,2.2,0.061,-0.8,-1.2,-2,0,5.4,12.6,3.3,7.3,2,5.3,2,2.5,0.8,3.9,4.7,3.8,1,0.5,2,2,14.7,0.426,0.459,0.381,0.507,0.785
343,DeMarcus Cousins,30,TOT,NBA,0.537,41,11,713,16.4,0.443,0.266,8,32.7,20,16.3,2.3,3,15.8,24.5,103,107,0,1.2,1.2,0.079,-1.2,1.9,0.7,0.5,6.6,15.4,4.2,8.6,2.4,6.8,3,4.1,2.7,10.6,13.3,3.8,1.7,1.2,3.2,5.4,18.5,0.426,0.488,0.348,0.503,0.728
344,Ja Morant,21,MEM,NBA,0.537,63,63,2053,16.7,0.252,0.389,3,10.1,6.5,33.5,1.3,0.6,15.3,27.2,108,115,1.6,1.6,3.2,0.074,1.3,-2,-0.8,0.6,7.5,16.8,6.3,12.6,1.3,4.2,4.8,6.5,1,3.4,4.4,8.2,1,0.2,3.6,1.5,21.1,0.449,0.499,0.303,0.487,0.728
345,Josh Richardson,27,DAL,NBA,0.537,59,56,1790,11.9,0.432,0.175,3.2,8.8,6,12.1,1.7,1.2,10.6,18.4,109,114,1,1.4,2.4,0.066,-1.5,-0.6,-2.1,0,5.3,12.4,3.5,7.1,1.8,5.4,2,2.2,1,2.9,3.9,3.1,1.2,0.5,1.6,2.6,14.4,0.427,0.501,0.33,0.498,0.917
346,Kevin Knox,21,NYK,NBA,0.537,42,0,464,9.1,0.622,0.14,2.4,11.8,7.1,5.9,1.3,1.2,10.1,16.2,104,110,0,0.6,0.6,0.065,-1.5,-0.2,-1.7,0,4.3,11.1,1.6,4.2,2.7,6.9,1.2,1.6,0.8,4,4.7,1.5,0.9,0.5,1.3,2.9,12.6,0.392,0.389,0.393,0.514,0.8
347,Marques Bolden,22,CLE,NBA,0.537,6,0,29,13.3,0,2.667,11.3,11.9,11.6,0,3.4,6.1,23.5,12.8,101,108,0,0,0,0.063,-3.4,0.6,-2.8,0,1.2,3.7,1.2,3.7,0,0,6.2,9.9,3.7,3.7,7.4,0,2.5,2.5,2.5,0,8.7,0.333,0.333,,0.333,0.625
348,Spencer Dinwiddie,27,BRK,NBA,0.536,3,3,64,10.1,0.438,0.375,0,21.3,11.2,17.6,1.5,1.4,21.2,16.1,102,112,0,0.1,0.1,0.045,-3.4,2,-1.4,0,3.4,9,2.3,5.1,1.1,3.9,3.4,3.4,0,7.3,7.3,5.1,1.1,0.6,2.8,2.3,11.3,0.375,0.444,0.286,0.438,1
349,Talen Horton-Tucker,20,LAL,NBA,0.536,65,4,1304,12.9,0.268,0.264,2.2,12.3,7.3,20.8,2.4,1.4,16.1,21.7,103,107,-0.1,2.2,2.1,0.078,-2.5,1.3,-1.2,0.3,6.2,13.5,5.2,9.9,1,3.6,2.8,3.6,0.7,4,4.7,5,1.7,0.6,2.9,3.5,16.2,0.458,0.522,0.282,0.496,0.775
350,Saben Lee,21,DET,NBA,0.536,48,7,781,13.8,0.11,0.424,2.8,11.1,6.9,33.2,2,1.5,18.1,17,112,113,0.7,0.8,1.5,0.091,-2.2,0.3,-1.9,0,4.6,9.7,4.2,8.6,0.4,1.1,2.8,4.1,0.9,3.5,4.5,8,1.5,0.6,2.5,3.5,12.3,0.471,0.487,0.348,0.49,0.685
351,RJ Barrett,20,NYK,NBA,0.535,72,72,2511,13.4,0.292,0.26,3,14.8,8.9,13.8,1.1,0.8,10.5,23.4,106,110,0.9,3.1,4.1,0.078,-1,-0.5,-1.5,0.3,6.7,15.2,4.9,10.8,1.8,4.4,3,4,1,5,5.9,3.1,0.8,0.3,2,2.7,18.1,0.441,0.457,0.401,0.499,0.746
352,Bol Bol,21,DEN,NBA,0.534,32,2,160,9.4,0.414,0.259,0,16.9,8.5,6,0.9,6.1,16.8,21.2,92,111,-0.2,0.2,0,-0.004,-3.6,-0.7,-4.4,-0.1,5.6,13.1,3.6,7.7,2,5.4,2.3,3.4,0,5.4,5.4,1.6,0.7,2.3,2.9,3.2,15.5,0.431,0.471,0.375,0.509,0.667
353,Sean McDermott,24,MEM,NBA,0.534,18,0,158,7.2,0.667,0.242,4,8.8,6.4,3.1,0.6,1.7,9.9,10.8,110,116,0.1,0.1,0.2,0.05,-3.3,-1.8,-5.1,-0.1,3,7.5,1.8,2.5,1.1,5,1.8,1.8,1.4,3,4.3,0.9,0.5,0.7,0.9,1.8,8.9,0.394,0.727,0.227,0.47,1
